ParName   Value   Gradient
F_rate[224]     0.283598 -3.93426e-008
F_rate[225]     0.297142 -2.35436e-007
F_rate[226]     0.304817 5.36952e-009
F_rate[227]     0.289826 -5.29512e-008
F_rate[228]      0.26516 -7.42945e-008
F_rate[229]     0.272204 -2.62818e-007
F_rate[230]     0.311456 -2.06108e-007
F_rate[231]     0.298338 -1.97955e-007
F_rate[232]     0.336128 -1.97658e-007
F_rate[233]     0.275356 -6.14262e-008
F_rate[234]     0.243328 7.12988e-008
F_rate[235]     0.244589 -3.3404e-008
F_rate[236]     0.237975 3.63061e-008
F_rate[237]     0.255271 -5.50649e-008
F_rate[238]     0.334384 -1.35165e-007
F_rate[239]     0.344819 -2.72937e-007
F_rate[240]     0.420086 1.93063e-007
F_rate[241]      0.39641   3.093e-007
F_rate[242]     0.403808 2.43502e-008
F_rate[243]     0.404001 -3.25732e-007
F_rate[244]      0.49556 -4.90423e-007
F_rate[245]     0.316514 -9.43502e-008
F_rate[246]     0.227638 -8.77829e-008
F_rate[247]     0.261969 -9.83488e-008
F_rate[248]     0.306688 -3.13391e-007
F_rate[249]     0.276806 -8.49287e-007
F_rate[250]     0.292552 -4.47379e-007
F_rate[251]     0.240018 -1.06415e-007
F_rate[252]     0.138761 -7.55411e-007
F_rate[253]     0.086657 2.86498e-007
F_rate[254]    0.0684445 6.68256e-007
F_rate[255]     0.116812 -1.52112e-006
F_rate[256]    0.0920244 1.86757e-009
F_rate[257]    0.0942895 2.29619e-007
F_rate[258]    0.0799176 2.42877e-007
F_rate[259]    0.0863007 -2.15017e-007
F_rate[260]    0.0669328 6.71569e-007
Q_parm[4]      1.38139 2.31704e-006
selparm[1]      20.3826 -4.95828e-006
selparm[2]      -1.2332 4.85349e-008
selparm[3]      1.75713   3.154e-006
selparm[4]     0.946127 -2.18806e-010
selparm[5]     -3.41171 5.07577e-007
selparm[6]      4.69665  3.7292e-009
selparm[7]      12.4379 -1.73699e-006
selparm[8]     -3.42087 2.87747e-008
selparm[9]     -5.99038 -2.78214e-008
selparm[10]      3.52965 -1.11374e-007
selparm[11]    -0.212537 -7.87977e-008
selparm[12]     -5.24174 3.54065e-010
selparm[13]      2.41355 -1.01986e-006
selparm[14]     0.878674 -4.62503e-007
selparm[15]      3.86831 -4.14071e-006
selparm[16]      1.79219 1.27002e-007
selparm[17]      4.18708 -5.19542e-007
selparm[18]     0.161997 3.26966e-007
selparm[19]      0.74207 2.67286e-006
selparm[20]     -1.94078 9.49902e-009
selparm[21]     -13.8271 5.55276e-010
selparm[22]     0.228743 -2.59135e-007
selparm[29]      2.56578 -1.90793e-006
selparm[30]     0.918957 -2.36599e-007
selparm[31]      4.11179 5.90432e-007
selparm[32]      1.58933 2.76798e-007
